	T0A	T0B	T14A	T14B
ENSG00000054983	1298	936	2064	2037
ENSG00000055044	2821	2064	2389	2623
ENSG00000055070	6252	3339	7039	6294
ENSG00000055118	28	26	2	4
ENSG00000055130	4342	2884	4271	4203
ENSG00000055147	1833	1379	1365	1430
ENSG00000055163	453	252	92	69
ENSG00000055208	7061	4792	5935	6313
ENSG00000055211	2468	1991	3644	3695
ENSG00000055332	4355	3402	3332	3364
ENSG00000055483	2285	1203	2065	1847
ENSG00000055609	4510	2867	5210	5394
ENSG00000055732	22	21	18	8
ENSG00000055813	35	15	10	11
ENSG00000055917	4670	3292	4309	4274
ENSG00000055950	1694	903	1523	1334
ENSG00000055955	1	1	5	1
ENSG00000055957	0	0	3108	2879
ENSG00000056050	882	770	697	740
ENSG00000056097	7659	5325	7650	7628
ENSG00000056277	315	172	181	119
ENSG00000056291	0	0	0	0
ENSG00000056487	4	0	0	0
ENSG00000056558	279	137	542	477
ENSG00000056586	4083	3023	3719	3696
ENSG00000056736	78	57	109	90
ENSG00000056972	1281	728	1253	1201
ENSG00000056998	804	492	12029	11877
ENSG00000057019	3215	2308	3587	3717
ENSG00000057149	0	0	0	0
ENSG00000057252	2857	1986	3650	3597
ENSG00000057294	105	80	2402	2418
ENSG00000057468	4	2	15	8
ENSG00000057593	2	1	0	0
ENSG00000057608	15976	11080	12452	12627
ENSG00000057657	222	133	20	18
ENSG00000057663	951	702	809	765
ENSG00000057704	14	0	60	44
ENSG00000057757	1635	1010	2045	2005
ENSG00000057935	2408	1590	1474	1490
ENSG00000058056	1035	816	1200	1261
ENSG00000058063	4118	3457	4938	5025
ENSG00000058085	493	303	626	747
ENSG00000058091	4135	3216	2398	2460
ENSG00000058262	44551	25422	22373	21157
ENSG00000058272	6195	4666	2981	3287
ENSG00000058335	6	2	0	0
ENSG00000058404	3	0	10	13
ENSG00000058453	1263	576	292	225
ENSG00000058600	1974	1018	1455	1339
ENSG00000058668	12161	7341	76981	74713
ENSG00000058673	5962	4352	5563	5743
ENSG00000058729	1472	1191	1342	1377
ENSG00000058799	1358	736	1170	1212
ENSG00000058804	844	649	1014	1126
ENSG00000058866	2	0	2	6
ENSG00000059122	1542	704	902	661
ENSG00000059145	534	341	635	518
ENSG00000059377	25	27	41	47
ENSG00000059378	1475	834	429	431
ENSG00000059573	9427	5632	5115	5127
ENSG00000059588	990	756	1136	1215
ENSG00000059691	1464	871	2452	2445
ENSG00000059728	1068	743	548	571
ENSG00000059758	1907	1565	961	1145
ENSG00000059769	472	338	940	959
ENSG00000059804	3869	2600	1850	1820
ENSG00000059915	83	28	59	41
ENSG00000060069	1134	582	646	565
ENSG00000060138	11692	7536	10748	10210
ENSG00000060140	8	0	4	6
ENSG00000060237	15029	9084	14370	14181
ENSG00000060303	11	7	6	4
ENSG00000060339	6265	4269	4283	4618
ENSG00000060491	1364	730	1510	1191
ENSG00000060558	2	0	0	0
ENSG00000060566	0	0	0	0
ENSG00000060642	1009	588	1101	1083
ENSG00000060656	298	119	647	525
ENSG00000060688	1895	1192	1478	1391
ENSG00000060709	0	2	0	0
ENSG00000060718	47043	30329	35343	33911
ENSG00000060749	2463	1952	2128	2417
ENSG00000060762	710	576	5119	5160
ENSG00000060971	1507	829	4134	3553
ENSG00000060982	15226	14034	4468	4441
ENSG00000061273	7044	3552	3418	3088
ENSG00000061337	375	154	50	45
ENSG00000061455	143	116	35	32
ENSG00000061492	0	0	0	0
ENSG00000061656	98	57	81	72
ENSG00000061676	18215	13419	13472	13519
ENSG00000061794	2439	1971	2704	2701
ENSG00000061918	266	209	192	172
ENSG00000061936	2283	1308	1675	1459
ENSG00000061938	1154	503	896	653
ENSG00000061987	3196	2405	3235	3033
ENSG00000062038	12	4	6	18
ENSG00000062096	0	0	2	0
ENSG00000062194	2919	2168	2697	2768
ENSG00000062282	884	437	112909	106420
ENSG00000062370	290	248	314	304
ENSG00000062485	6361	3414	35066	34685
ENSG00000062524	2	2	0	0
ENSG00000062582	28	16	5	5
ENSG00000062598	3243	1878	3062	3052
ENSG00000062650	3292	2466	3052	3318
ENSG00000062716	11978	9825	5609	5704
ENSG00000062725	3261	2566	2576	2852
ENSG00000062822	338	171	234	141
ENSG00000063015	1	2	2	2
ENSG00000063046	20100	12987	13922	13718
ENSG00000063127	54	33	28	13
ENSG00000063169	606	253	325	270
ENSG00000063176	321	143	853	575
ENSG00000063177	30537	14992	15899	14054
ENSG00000063180	51	39	7	10
ENSG00000063241	1643	742	2751	2204
ENSG00000063244	7952	4215	4900	4093
ENSG00000063245	4821	2390	3619	2744
ENSG00000063322	2368	1268	2256	2200
ENSG00000063438	285	167	380	300
ENSG00000063515	0	0	0	0
ENSG00000063587	2086	1180	1982	1827
ENSG00000063601	1833	1096	1033	1167
ENSG00000063660	9315	4476	5361	3882
ENSG00000063761	501	251	548	476
ENSG00000063854	759	424	2530	2064
ENSG00000063978	4713	2724	3205	3100
ENSG00000064012	972	734	873	833
ENSG00000064042	104	70	1566	1535
ENSG00000064102	2933	2218	1642	1731
ENSG00000064115	2268	1488	2973	2856
ENSG00000064195	17	5	22	30
ENSG00000064199	157	140	111	100
ENSG00000064201	11	4	9	14
ENSG00000064205	1642	762	815	677
ENSG00000064218	0	0	0	0
ENSG00000064225	21	26	120	120
ENSG00000064270	12	3	2	1
ENSG00000064300	727	394	4118	3559
ENSG00000064309	1311	779	4806	4933
ENSG00000064313	2485	1732	1983	1991
ENSG00000064393	4500	2809	8071	7820
ENSG00000064419	5049	3144	3885	3903
ENSG00000064489	2	1	0	1
ENSG00000064490	1959	980	555	538
ENSG00000064545	938	363	801	582
ENSG00000064547	109	42	45	18
ENSG00000064601	8910	4496	6789	6334
ENSG00000064607	3757	2338	4989	4791
ENSG00000064651	950	740	1335	1403
ENSG00000064652	1719	1292	381	354
ENSG00000064655	41	21	661	568
ENSG00000064666	63261	31947	13878	12216
ENSG00000064687	69	33	588	455
ENSG00000064692	239	171	34	32
ENSG00000064703	1539	1122	1485	1545
ENSG00000064726	1747	1330	2374	2417
ENSG00000064763	286	230	1110	1106
ENSG00000064787	5	12	8	6
ENSG00000064835	0	0	0	0
ENSG00000064886	8	0	37123	38926
ENSG00000064932	3223	1488	1974	1572
ENSG00000064933	715	634	676	736
ENSG00000064961	1711	833	1347	1120
ENSG00000064989	96	70	1580	1596
ENSG00000064995	1297	858	1251	1296
ENSG00000064999	1236	664	1286	1293
ENSG00000065000	10896	5785	8355	7294
ENSG00000065029	1261	637	1171	988
ENSG00000065054	652	263	658	512
ENSG00000065057	326	185	193	172
ENSG00000065060	4359	2652	3096	3097
ENSG00000065135	6222	4340	5034	5114
ENSG00000065150	46538	30641	22360	22846
ENSG00000065154	8927	6032	6452	6574
ENSG00000065183	2712	1810	3944	4032
ENSG00000065243	2146	1989	2675	2675
ENSG00000065268	1714	899	708	584
ENSG00000065308	22777	13288	11155	10752
ENSG00000065320	547	271	185	219
ENSG00000065325	8	0	255	273
ENSG00000065328	77	54	63	31
ENSG00000065357	1804	910	991	968
ENSG00000065361	86	28	0	6
ENSG00000065371	0	0	0	0
ENSG00000065413	26	20	32	24
ENSG00000065427	11537	6890	7343	7402
ENSG00000065457	1117	682	1289	1221
ENSG00000065485	4161	2451	1313	1397
ENSG00000065491	1229	777	518	502
ENSG00000065518	2962	1822	3244	3093
ENSG00000065526	5349	3229	6663	6825
ENSG00000065534	27147	17640	8994	8618
ENSG00000065548	3886	3031	4060	4021
ENSG00000065559	1944	1323	1849	1864
ENSG00000065600	512	305	151	127
ENSG00000065609	0	0	4	2
ENSG00000065613	3670	2562	3288	3483
ENSG00000065615	711	552	570	592
ENSG00000065618	2	4	3	4
ENSG00000065621	99	71	40	17
ENSG00000065665	372	226	256	234
ENSG00000065675	6	0	0	2
ENSG00000065717	621	287	914	622
ENSG00000065802	4263	2563	2448	2190
ENSG00000065809	344	251	1640	1746
ENSG00000065833	6509	4850	68335	71070
ENSG00000065882	2188	1466	783	820
ENSG00000065883	2898	2011	2493	2551
ENSG00000065911	18750	12718	2556	2479
ENSG00000065923	2612	1836	526	517
ENSG00000065970	3076	1809	1361	1356
ENSG00000065978	35044	20152	26417	25329
ENSG00000065989	1865	943	1416	1155
ENSG00000066027	1262	1037	11055	11263
ENSG00000066032	8	0	0	2
ENSG00000066044	4318	2899	3120	3140
ENSG00000066056	31	7	19	7
ENSG00000066084	4429	2919	2340	2335
ENSG00000066117	5539	2918	2515	2354
ENSG00000066135	5620	3497	3936	3909
ENSG00000066136	1679	772	1285	1164
ENSG00000066185	47	32	55	60
ENSG00000066230	14	7	16	5
ENSG00000066248	14	2	3	2
ENSG00000066279	387	360	141	142
ENSG00000066294	6	1	2	0
ENSG00000066322	5987	3239	5270	4842
ENSG00000066336	4	0	1	0
ENSG00000066379	593	342	239	240
ENSG00000066382	0	0	0	0
ENSG00000066405	40	24	29	51
ENSG00000066422	1085	869	1155	1179
ENSG00000066427	1287	982	1058	876
ENSG00000066455	5123	3433	2977	3314
ENSG00000066468	1367	781	508	508
ENSG00000066557	692	660	727	676
ENSG00000066583	525	448	1916	1935
ENSG00000066629	1958	1327	1604	1536
ENSG00000066651	578	464	587	541
ENSG00000066654	1470	1240	2141	2169
ENSG00000066697	1772	1111	720	784
ENSG00000066735	0	0	0	0
ENSG00000066739	2918	2244	2724	2653
ENSG00000066777	4544	3357	3553	3437
ENSG00000066813	0	0	24	21
ENSG00000066827	599	261	651	574
ENSG00000066855	1627	1153	1579	1564
ENSG00000066923	136	74	76	64
ENSG00000066926	1728	1071	1530	1683
ENSG00000066933	3358	2225	2402	2465
ENSG00000067048	3404	2573	4892	5033
ENSG00000067057	9290	4791	2249	2012
ENSG00000067064	2456	2241	10627	10843
ENSG00000067066	3766	2563	2543	2520
ENSG00000067082	8084	5597	5389	5338
ENSG00000067113	1847	1165	4101	4071
ENSG00000067141	4987	2933	4347	4225
ENSG00000067167	11420	10329	12320	12371
ENSG00000067177	117	60	480	417
ENSG00000067182	13009	6758	11207	9814
ENSG00000067191	392	217	166	159
ENSG00000067208	1223	933	2005	2005
ENSG00000067221	891	485	934	771
ENSG00000067225	110863	57591	59747	54343
ENSG00000067248	2264	1756	3228	3230
ENSG00000067334	2264	1666	2267	2370
ENSG00000067365	2387	1255	937	830
ENSG00000067369	5917	3514	3134	2910
ENSG00000067445	1366	804	1328	1334
ENSG00000067533	888	613	971	1015
ENSG00000067560	43856	27729	32134	31068
ENSG00000067596	4005	2281	3127	3304
ENSG00000067601	71	41	75	79
ENSG00000067606	20	4	4	7
ENSG00000067646	780	579	813	797
ENSG00000067704	6134	4246	12293	12505
ENSG00000067715	2	0	0	0
ENSG00000067798	3502	2249	3501	3482
ENSG00000067829	2807	1489	3745	3263
ENSG00000067836	1384	715	380	332
ENSG00000067840	8	2	65	53
ENSG00000067842	14	2	1	4
ENSG00000067900	5850	4598	6197	6717
ENSG00000067955	1352	1194	1074	1096
ENSG00000067992	102	55	93	103
ENSG00000068001	1095	508	837	714
ENSG00000068024	937	639	811	670
ENSG00000068028	1456	723	1153	1027
ENSG00000068078	3	6	19	14
ENSG00000068079	1214	606	397	285
ENSG00000068097	1804	1092	873	876
ENSG00000068120	3728	1821	4308	3871
ENSG00000068137	555	233	1022	760
ENSG00000068305	2396	1768	2532	2469
ENSG00000068308	3926	2148	2159	2042
ENSG00000068323	7156	3557	6476	5910
ENSG00000068354	1315	711	913	774
ENSG00000068366	6846	5793	17958	18354
ENSG00000068383	1243	721	1344	1269
ENSG00000068394	1261	699	751	670
ENSG00000068400	2385	1302	1683	1588
ENSG00000068438	3335	1946	1526	1361
ENSG00000068489	544	310	108	135
ENSG00000068615	4	0	14	0
ENSG00000068650	2420	1383	1246	1225
ENSG00000068654	5326	3186	6445	6040
ENSG00000068697	25184	15577	19723	19140
ENSG00000068724	2008	1118	1622	1453
ENSG00000068745	2408	1328	2680	2682
ENSG00000068781	2	0	152	131
ENSG00000068784	821	586	662	630
ENSG00000068796	2539	1869	2059	2032
ENSG00000068831	70	62	115	91
ENSG00000068878	6019	4529	3960	4135
ENSG00000068885	767	681	452	526
ENSG00000068903	3248	1652	6156	5581
ENSG00000068912	4755	3557	3875	4085
ENSG00000068971	986	510	924	816
ENSG00000068976	28	16	435	388
ENSG00000068985	0	0	0	0
ENSG00000069011	57	11	32	21
ENSG00000069018	0	0	0	0
ENSG00000069020	885	475	1233	1233
ENSG00000069122	12	2	40	53
ENSG00000069188	27	19	2	2
ENSG00000069206	0	0	0	0
ENSG00000069248	2625	1724	2646	2756
ENSG00000069275	12335	9900	12044	12321
ENSG00000069329	8565	6355	6409	6533
ENSG00000069345	3337	2368	3393	3483
ENSG00000069399	1932	904	631	567
ENSG00000069424	362	155	254	187
ENSG00000069431	3239	2218	2271	2405
ENSG00000069482	9	2	2	6
ENSG00000069493	143	87	62	90
ENSG00000069509	455	328	471	476
ENSG00000069535	2	7	1431	1453
ENSG00000069667	350	335	945	932
ENSG00000069696	7	9	6	1
ENSG00000069702	1768	1168	6129	5825
ENSG00000069712	0	0	0	0
ENSG00000069764	0	1	4	5
ENSG00000069812	0	0	10	10
ENSG00000069849	4978	3443	7473	7563
ENSG00000069869	2392	1908	1140	1054
ENSG00000069943	269	238	289	251
ENSG00000069956	5105	3867	2492	2571
ENSG00000069966	673	446	361	299
ENSG00000069974	1365	901	341	294
ENSG00000069998	1545	721	1947	1728
ENSG00000070010	2399	1268	1993	1982
ENSG00000070018	3810	2555	2842	2811
ENSG00000070019	18	6	18	39
ENSG00000070031	1	0	3	0
ENSG00000070047	1621	788	1742	1271
ENSG00000070061	3217	2291	3004	3029
ENSG00000070081	8507	6618	2390	2333
ENSG00000070087	7310	5467	3376	3251
ENSG00000070159	27	27	303	297
ENSG00000070182	0	2	2	0
ENSG00000070190	0	0	6	2
ENSG00000070193	4	4	4	4
ENSG00000070214	5479	4020	14562	14321
ENSG00000070269	1016	750	813	844
ENSG00000070366	3618	1936	1450	1378
ENSG00000070367	2804	2820	3339	3824
ENSG00000070371	4062	2209	2198	2223
ENSG00000070388	0	0	4	5
ENSG00000070404	3418	1649	1840	1631
ENSG00000070413	3149	1543	3645	3084
ENSG00000070423	601	217	374	269
ENSG00000070444	1384	762	701	629
ENSG00000070476	1621	976	1292	1256
ENSG00000070495	2607	1575	1790	1584
ENSG00000070501	526	394	282	303
ENSG00000070526	0	0	0	0
ENSG00000070540	6467	3439	3712	3613
ENSG00000070601	12	6	32	27
ENSG00000070610	2791	1478	2779	2520
ENSG00000070614	46125	24930	17287	15916
ENSG00000070669	24024	15826	3147	3169
ENSG00000070718	1150	733	942	965
ENSG00000070729	0	0	2	2
ENSG00000070731	0	0	19	30
ENSG00000070748	0	0	0	0
ENSG00000070756	98402	60120	47787	47486
ENSG00000070759	144	111	95	113
ENSG00000070761	937	490	944	904
ENSG00000070770	5144	3467	4519	4572
ENSG00000070778	2934	1864	1693	1677
ENSG00000070785	2056	1287	2214	2324
ENSG00000070808	287	170	0	1
ENSG00000070814	3191	1750	1542	1467
ENSG00000070831	9862	7038	8450	8759
ENSG00000070882	2204	1529	458	493
ENSG00000070886	0	0	0	0
ENSG00000070915	2	0	4	6
ENSG00000070950	366	283	289	250
ENSG00000070961	5110	3906	4712	4818
ENSG00000070985	0	0	0	0
ENSG00000071051	1351	728	755	626
ENSG00000071054	23938	14668	23154	22909
ENSG00000071073	4	2	59	84
ENSG00000071082	41073	22045	22982	22791
ENSG00000071127	43499	24034	17216	15925
ENSG00000071189	2126	1762	3742	3952
ENSG00000071203	0	0	0	2
ENSG00000071205	1952	1217	1669	1715
ENSG00000071242	23731	13505	13258	12489
ENSG00000071243	651	410	392	448
ENSG00000071246	785	392	513	428
ENSG00000071282	19140	11139	8381	7790
ENSG00000071462	2167	1151	1990	1682
ENSG00000071537	14830	11364	9519	9528
ENSG00000071539	363	232	140	166
ENSG00000071553	4285	2169	5627	5008
ENSG00000071564	2939	1483	1218	909
ENSG00000071575	617	470	1501	1556
ENSG00000071626	3858	2416	2857	2520
ENSG00000071655	1965	893	1601	1113
ENSG00000071677	0	0	0	0
ENSG00000071794	1887	1613	2445	2524
ENSG00000071859	5455	2843	4025	3770
ENSG00000071889	1313	598	1563	1142
ENSG00000071894	3401	1636	1601	1203
ENSG00000071909	10	5	27	20
ENSG00000071967	10519	7931	20193	20560
ENSG00000071991	0	0	4	6
ENSG00000071994	3463	2459	2675	2676
ENSG00000072041	566	379	636	683
ENSG00000072042	4175	2832	4451	4583
ENSG00000072062	4384	2264	7005	6815
ENSG00000072071	978	512	2070	1790
ENSG00000072080	0	0	0	0
ENSG00000072110	111022	60463	38770	34670
ENSG00000072121	2662	1398	2007	1963
ENSG00000072133	159	135	54	49
ENSG00000072134	1346	784	1129	939
ENSG00000072135	1928	934	1525	1442
ENSG00000072163	4346	1992	1705	1471
ENSG00000072182	4	2	2	0
ENSG00000072195	3073	1595	331	305
ENSG00000072201	72	52	227	216
ENSG00000072210	1253	905	8196	8181
ENSG00000072274	12473	9357	16254	16525
ENSG00000072310	2565	1266	30219	23512
ENSG00000072315	0	4	0	0
ENSG00000072364	10490	7729	7421	7643
ENSG00000072401	545	561	547	564
ENSG00000072415	1572	1281	1465	1382
ENSG00000072422	3702	2367	1490	1608
ENSG00000072501	4403	2795	3907	3788
ENSG00000072506	2975	1466	3239	2960
ENSG00000072518	1511	813	1366	1210
ENSG00000072571	141	148	100	140
ENSG00000072609	2090	1153	1248	1123
ENSG00000072657	58	68	744	751
ENSG00000072682	12294	6833	3537	3162
ENSG00000072694	1	0	5	2
ENSG00000072736	1379	833	2344	2232
ENSG00000072756	1096	930	1071	1091
ENSG00000072778	10228	5616	32451	29925
ENSG00000072786	4828	2593	1979	1872
ENSG00000072803	4283	2910	4031	3995
ENSG00000072818	140	53	419	394
ENSG00000072832	978	444	569	529
ENSG00000072840	5004	2773	3405	3053
ENSG00000072849	2305	1596	1790	1707
ENSG00000072858	0	2	1	4
ENSG00000072864	1257	724	541	527
ENSG00000072952	1320	805	3680	3603
ENSG00000072954	18	13	708	631
ENSG00000072958	3501	1832	3410	2642
ENSG00000073008	4807	2834	1883	1849
ENSG00000073050	665	382	464	402
ENSG00000073060	1250	621	5162	4486
ENSG00000073067	0	0	0	0
ENSG00000073111	543	324	505	512
ENSG00000073146	29	9	9	6
ENSG00000073150	89	41	7	4
ENSG00000073169	446	194	523	371
ENSG00000073282	24	9	12	18
ENSG00000073331	1289	914	744	685
ENSG00000073350	4	0	45	40
ENSG00000073417	2561	1650	3342	3436
ENSG00000073464	137	71	543	556
ENSG00000073536	1521	744	878	795
ENSG00000073578	4740	2440	12536	11341
ENSG00000073584	2092	1581	1795	1854
ENSG00000073598	7	1	5	1
ENSG00000073605	865	491	393	445
ENSG00000073614	4798	3136	3666	3862
ENSG00000073670	8	7	2	4
ENSG00000073711	3376	2565	976	1093
ENSG00000073712	24463	17325	22825	23387
ENSG00000073734	0	0	6	22
ENSG00000073737	1	0	16	10
ENSG00000073754	0	0	0	0
ENSG00000073756	117	108	44	51
ENSG00000073792	5967	3687	3852	3873
ENSG00000073803	804	600	964	1011
ENSG00000073849	56	45	79	58
ENSG00000073861	0	0	0	0
ENSG00000073905	48	20	37	33
ENSG00000073910	436	252	464	506
ENSG00000073921	12891	10051	17282	17465
ENSG00000073969	2910	1875	2486	2450
ENSG00000074047	2095	1072	446	378
ENSG00000074054	4541	3032	4222	4033
ENSG00000074071	1302	690	1561	1161
ENSG00000074181	1752	812	4520	3450
ENSG00000074201	4602	3068	3090	3088
ENSG00000074211	12	0	30	27
ENSG00000074219	2474	1398	1010	1041
ENSG00000074266	763	496	695	706
ENSG00000074276	14	6	12	6
ENSG00000074317	0	2	0	0
ENSG00000074319	4245	2584	3096	3095
ENSG00000074356	3408	2547	2071	1904
ENSG00000074370	294	150	12	8
ENSG00000074410	692	459	1250	1224
ENSG00000074416	2459	1412	16580	14898
ENSG00000074527	864	473	395	310
ENSG00000074582	1108	559	1266	1118
ENSG00000074590	16062	9985	7715	8065
ENSG00000074603	2114	1701	2531	2566
ENSG00000074621	1243	666	695	643
ENSG00000074657	6548	3807	1759	1817
ENSG00000074660	9	13	126	92
ENSG00000074695	12872	11149	7297	7309
ENSG00000074696	5599	3814	6180	6407
ENSG00000074706	4	4	0	2
ENSG00000074755	4032	2231	4392	4280
ENSG00000074771	0	0	0	0
ENSG00000074800	111961	60856	93546	86210
ENSG00000074803	1	1	7	14
ENSG00000074842	7528	4642	3852	3557
ENSG00000074855	310	128	573	468
ENSG00000074935	2073	1408	629	684
ENSG00000074964	679	365	769	563
ENSG00000074966	0	2	0	2
ENSG00000075035	0	0	2	0
ENSG00000075043	0	0	0	0
ENSG00000075073	17	12	47	39
ENSG00000075089	595	667	795	873
ENSG00000075131	235	179	217	176
ENSG00000075142	4980	3119	2843	2811
ENSG00000075151	8805	5555	7714	7498
ENSG00000075188	1067	698	583	558
ENSG00000075213	112	53	172	212
ENSG00000075218	240	137	68	82
ENSG00000075223	6573	4917	6366	6700
ENSG00000075234	1008	546	3299	2920
ENSG00000075239	3484	2233	7329	7380
ENSG00000075240	594	378	1032	921
ENSG00000075275	1622	797	123	86
ENSG00000075290	2	0	1	0
ENSG00000075292	5916	4329	5190	5403
ENSG00000075303	319	301	432	410
ENSG00000075336	873	524	1789	1814
ENSG00000075340	58	44	0	2
ENSG00000075388	0	0	0	0
ENSG00000075391	3569	2511	2705	2755
ENSG00000075399	529	261	540	428
ENSG00000075407	2077	1736	1934	2113
ENSG00000075413	6796	4360	3525	3496
ENSG00000075415	36577	23336	26603	26667
ENSG00000075420	16790	10639	11749	11667
ENSG00000075426	18552	10840	4631	4389
ENSG00000075429	0	0	0	0
ENSG00000075461	0	2	2	0
ENSG00000075539	2185	1469	2213	2305
ENSG00000075568	4931	3483	3315	3378
ENSG00000075618	11872	5762	3027	2200
ENSG00000075624	617027	335061	183086	156560
ENSG00000075643	4638	2830	1265	1387
ENSG00000075651	596	465	444	545
ENSG00000075673	0	0	9	2
ENSG00000075702	67	38	46	36
ENSG00000075711	5621	3863	3362	3504
ENSG00000075785	12828	7057	16148	15648
ENSG00000075790	2054	1990	1846	1967
ENSG00000075826	124	80	198	226
ENSG00000075856	3541	2211	2314	2282
ENSG00000075884	0	0	0	2
ENSG00000075886	14	3	14	4
ENSG00000075891	0	0	0	0
ENSG00000075914	1175	722	1022	849
ENSG00000075945	3289	2352	2102	2217
ENSG00000075975	2624	1798	2469	2453
ENSG00000076003	2963	2035	1270	1323
ENSG00000076043	8234	5827	3032	3054
ENSG00000076053	1095	916	629	572
ENSG00000076067	2920	1800	2170	2154
ENSG00000076108	5568	3259	5631	5527
ENSG00000076201	3396	1718	2137	1799
ENSG00000076242	2411	1472	2010	1979
ENSG00000076248	1390	914	3847	3938
ENSG00000076258	119	87	219	211
ENSG00000076321	1603	1031	2104	2050
ENSG00000076344	53	23	61	19
ENSG00000076351	98	80	259	225
ENSG00000076356	250	147	597	600
ENSG00000076382	370	223	158	206
ENSG00000076513	11364	7910	2646	2605
ENSG00000076554	4	9	4	2
ENSG00000076555	297	158	120067	111239
ENSG00000076604	1349	679	911	773
ENSG00000076641	73	39	513	518
ENSG00000076650	447	315	332	350
ENSG00000076662	0	0	0	0
ENSG00000076685	2574	1708	2776	2893
ENSG00000076706	1337	716	39368	35902
ENSG00000076716	4572	2931	5659	5550
ENSG00000076770	92	82	142	147
ENSG00000076826	1	0	0	0
ENSG00000076864	308	141	59	51
ENSG00000076924	1989	1024	1209	949
ENSG00000076928	2814	1364	1508	1227
ENSG00000076944	119	61	33	19
ENSG00000076984	1395	739	880	754
ENSG00000077009	0	0	0	0
ENSG00000077044	1066	621	1091	986
ENSG00000077063	400	274	71	126
ENSG00000077080	2	0	0	0
ENSG00000077092	8	8	12	9
ENSG00000077097	5568	4077	4552	4790
ENSG00000077147	9164	7734	11547	11467
ENSG00000077150	1690	892	903	819
ENSG00000077152	293	141	171	184
ENSG00000077157	2529	1767	2139	2070
ENSG00000077232	9587	7953	4690	5183
ENSG00000077235	6437	3679	4704	4435
ENSG00000077238	3000	1701	1090	973
ENSG00000077254	2938	2605	7699	7780
ENSG00000077264	46	32	4	8
ENSG00000077274	30	28	2	8
ENSG00000077279	0	0	0	0
ENSG00000077312	2252	1241	989	820
ENSG00000077327	0	0	2	0
ENSG00000077348	515	279	441	364
ENSG00000077380	5907	3857	4483	4654
ENSG00000077420	2565	1573	10202	10214
ENSG00000077454	219	85	133	148
ENSG00000077458	425	361	280	287
ENSG00000077463	502	220	210	162
ENSG00000077498	0	0	1	0
ENSG00000077514	851	510	704	677
ENSG00000077522	2	1	0	4
ENSG00000077549	22826	12734	10129	10111
